court_lin_heu_01,behaviour,ID,type,redYN,date,trial,time_of_day,age_male,HC_model_ID,TLC_model_ID,position_HC,position_TLC,light_HC,light_TLC,grayscale_mean_at_visited,light_class_HC,temp,hum,observer,broods,HC_type,exp_line,males_inside,resp_other_males,pref_other_males
1,approach,A18_038,HC,Y,2018_05_16,4,45183,26,NA,NA,1,4,15844.5,9644.5,0.17792964507328,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_009,HC,Y,2018_05_16,4,45608,37,NA,NA,1,4,16533.4,10333.4,0.145057074306102,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,28,0.75
1,court_init,A18_040,HC,Y,2018_05_16,4,45961,19,NA,NA,1,4,14466.8,7577.8,0.134033468341749,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
1,approach,A18_037,HC,Y,2018_05_16,4,46089,14,NA,NA,1,4,12400.1,9300.1,0.129761970654841,sunny_but_treeshade,NA,NA,Alex,Stock(45),Old_Stock,NA,22,26,0.769230769230769
0,court_init,A18_037,HC,Y,2018_05_16,4,46498,14,NA,NA,1,4,11022.3,8611.2,0.13127817448147,sunny_but_treeshade,NA,NA,Alex,Stock(45),Old_Stock,NA,22,26,0.769230769230769
1,approach,A18_037,HC,Y,2018_05_16,4,46983,14,NA,NA,1,4,10333.4,8611.2,0.0950288813727994,sunny_but_treeshade,NA,NA,Alex,Stock(45),Old_Stock,NA,22,26,0.769230769230769
0,court_init,A18_040,HC,Y,2018_05_16,4,47080,19,NA,NA,1,4,9644.5,7577.8,0.127238893881345,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
0,court_init,A18_041,HC,Y,2018_05_16,4,49010,22,NA,NA,1,4,9300.1,7577.8,0.143746804434636,sunny_but_treeshade,NA,NA,Alex,Stock(48),Old_Stock,NA,22,27,0.777777777777778
1,court_init,A18_038,HC,Y,2018_05_16,4,49497,26,NA,NA,1,4,7233.4,9644.5,0.0725425955197529,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_025,HC,Y,2018_05_16,4,49526,30,NA,NA,1,4,7233.4,9644.5,0.0724215152141241,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.730769230769231
1,approach,A18_038,HC,Y,2018_05_16,4,49636,26,NA,NA,1,4,7577.8,28933.5,0.0786136450151335,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_010,HC,Y,2018_05_16,4,49789,42,NA,NA,1,4,11711.2,28933.5,0.100288700314632,sunny_but_treeshade,NA,NA,Alex,Stock(48),Old_Stock,NA,22,28,0.75
1,approach,A18_040,HC,Y,2018_05_16,4,50142,19,NA,NA,1,4,19977.9,6544.5,0.105310199962777,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
1,approach,A18_025,HC,Y,2018_05_16,4,50181,30,NA,NA,1,4,23422.4,6544.5,0.104702208267175,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.730769230769231
1,approach,A18_038,HC,Y,2018_05_16,4,50208,26,NA,NA,1,4,20666.8,6544.5,0.101251558049163,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_040,HC,Y,2018_05_16,4,50217,19,NA,NA,1,4,13089,6544.5,0.0996134135462625,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
1,court_init,A18_051,TLCxHC,Y,2018_05_16,4,50338,3,NA,NA,1,4,9300.1,6544.5,NA,NA,NA,NA,Alex,C18_002,NA,line1,22,26,0.730769230769231
1,court_init,A18_051,TLCxHC,Y,2018_05_16,4,50346,3,NA,NA,1,4,7233.4,6544.5,NA,NA,NA,NA,Alex,C18_002,NA,line1,22,26,0.730769230769231
1,court_init,A18_051,TLCxHC,Y,2018_05_16,4,50408,3,NA,NA,1,4,7577.8,7233.4,NA,NA,NA,NA,Alex,C18_002,NA,line1,22,26,0.730769230769231
1,approach,A18_038,HC,Y,2018_05_16,4,50409,26,NA,NA,1,4,7577.8,6544.5,0.0914580305700387,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
0,approach,A18_045,TLC,N,2018_05_16,4,50503,9,NA,NA,1,4,8266.7,8266.7,0.14052631874845,sunny_but_treeshade,NA,NA,Alex,Stock(12),NA,NA,22,28,0.785714285714286
1,court_init,A18_038,HC,Y,2018_05_16,4,50682,26,NA,NA,1,4,14466.8,11711.2,0.11850326112025,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,approach,A18_038,HC,Y,2018_05_16,4,50811,26,NA,NA,1,4,93689.5,12400.1,0.177427883224655,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
0,court_init,A18_040,HC,Y,2018_05_16,4,50818,19,NA,NA,1,4,93689.5,12400.1,0.186973054985415,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,24,0.791666666666667
1,approach,A18_038,HC,Y,2018_05_16,4,50860,26,NA,NA,1,4,35822.5,12400.1,0.163321443060617,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
0,court_init,A18_046,TLC,N,2018_05_16,4,51085,9,NA,NA,1,4,88178.4,12400.1,0.204711331875393,sunny,NA,NA,Alex,Stock(47),NA,NA,22,28,0.785714285714286
0,approach,A18_038,HC,Y,2018_05_16,4,51104,26,NA,NA,1,4,77156.1,12400.1,0.19812996532447,sunny,NA,NA,Alex,Stock(23),Old_Stock,NA,22,20,0.7
1,court_init,A18_025,HC,Y,2018_05_16,4,51189,30,NA,NA,1,4,66133.8,12400.1,0.232864655261942,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,22,26,0.730769230769231
0,approach,A18_040,HC,Y,2018_05_18,1,34346,21,NA,NA,4,1,24800.2,13777.9,0.188713256032472,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,22,43,0.418604651162791
0,approach,A18_037,HC,Y,2018_05_18,1,34443,16,NA,NA,4,1,27555.7,15844.5,0.316295587531107,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,22,42,0.404761904761905
1,approach,A18_044,TLC,N,2018_05_18,1,34583,11,NA,NA,4,1,28933.5,14466.8,NA,NA,NA,NA,Alex,Stock(38),NA,NA,22,46,0.369565217391304
0,court_init,A18_042,TLC,N,2018_05_18,1,34593,14,NA,NA,4,1,28933.5,14466.8,0.324083590164837,sunny,NA,NA,Alex,Stock(38),NA,NA,22,45,0.4
0,approach,A18_040,HC,Y,2018_05_18,1,34764,21,NA,NA,4,1,34444.7,13089,0.344596557592811,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,22,43,0.418604651162791
0,approach,A18_040,HC,Y,2018_05_18,1,34873,21,NA,NA,4,1,35822.5,13777.9,0.356032160952032,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,22,43,0.418604651162791
1,court_init,A18_046,TLC,N,2018_05_18,1,34876,11,NA,NA,4,1,35822.5,13777.9,0.419244925550439,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
1,court_init,A18_046,TLC,N,2018_05_18,1,34887,11,NA,NA,4,1,35822.5,13777.9,0.419674074728614,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
1,approach,A18_046,TLC,N,2018_05_18,1,35199,11,NA,NA,4,1,41333.6,34444.7,0.445511618544867,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
0,approach,A18_038,HC,Y,2018_05_18,1,35271,28,NA,NA,4,1,41333.6,42711.4,0.385110674863351,sunny,NA,NA,Alex,Stock(23),Old_Stock,NA,22,44,0.386363636363636
1,court_init,A18_041,HC,Y,2018_05_18,1,35276,24,NA,NA,4,1,41333.6,42711.4,0.444736885417285,sunny,NA,NA,Alex,Stock(48),Old_Stock,NA,22,46,0.369565217391304
0,approach,A18_025,HC,Y,2018_05_18,1,35336,32,NA,NA,4,1,38578,39955.8,0.386544237449334,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,22,46,0.391304347826087
1,court_init,A18_046,TLC,N,2018_05_18,1,35346,11,NA,NA,4,1,39955.8,38578,0.445914162633977,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
1,court_init,A18_038,HC,Y,2018_05_18,1,35364,28,NA,NA,4,1,44089.2,37200.2,0.447539988127724,sunny,NA,NA,Alex,Stock(23),Old_Stock,NA,22,44,0.386363636363636
0,approach,A18_040,HC,Y,2018_05_18,1,35454,21,NA,NA,4,1,44089.2,33066.9,0.386679098479124,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,22,43,0.418604651162791
1,approach,A18_051,TLCxHC,Y,2018_05_18,1,35468,5,NA,NA,4,1,44089.2,33066.9,0.445385494042295,NA,NA,NA,Alex,C18_002,NA,line1,22,42,0.30952380952381
1,sitting,A18_051,TLCxHC,Y,2018_05_18,1,35481,5,NA,NA,4,1,6200,34444.7,0.44819244933729,NA,NA,NA,Alex,C18_002,NA,line1,22,42,0.30952380952381
0,approach,A18_034,TLC,N,2018_05_18,1,35520,16,NA,NA,4,1,44089.2,39955.8,0.387165487946494,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
0,approach,A18_034,TLC,N,2018_05_18,1,35524,16,NA,NA,4,1,44089.2,39955.8,0.385629859894274,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
1,court_init,A18_051,TLCxHC,Y,2018_05_18,1,35549,5,NA,NA,4,1,46844.8,44089.2,0.4489123804962,NA,NA,NA,Alex,C18_002,NA,line1,22,42,0.30952380952381
1,approach,A18_037,HC,Y,2018_05_18,1,35604,16,NA,NA,4,1,46844.8,44089.2,0.447341135177373,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,22,42,0.404761904761905
1,approach,A18_045,TLC,N,2018_05_18,1,35604,11,NA,NA,4,1,46844.8,44089.2,0.447341135177373,sunny,NA,NA,Alex,Stock(12),NA,NA,22,44,0.340909090909091
1,court_init,A18_051,TLCxHC,Y,2018_05_18,1,35656,5,NA,NA,4,1,46844.8,38578,0.448056762138163,NA,NA,NA,Alex,C18_002,NA,line1,22,42,0.30952380952381
0,sitting,A18_049,TLCxHC,Y,2018_05_18,1,35745,6,NA,NA,4,1,44089.2,68889.3,0.384038462399653,NA,NA,NA,Alex,C18_002,NA,line1,22,45,0.4
0,sitting,A18_049,TLCxHC,Y,2018_05_18,1,35756,6,NA,NA,4,1,44089.2,74400.5,0.386277906371066,NA,NA,NA,Alex,C18_002,NA,line1,22,45,0.4
0,approach,A18_037,HC,Y,2018_05_18,1,35853,16,NA,NA,4,1,44089.2,85422.8,0.389848929552983,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,22,42,0.404761904761905
0,approach,A18_037,HC,Y,2018_05_18,1,35861,16,NA,NA,4,1,44089.2,85422.8,0.389171215921718,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,22,42,0.404761904761905
0,approach,A18_009,HC,Y,2018_05_18,1,35873,39,NA,NA,4,1,42711.4,85422.8,0.387767344511193,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,22,46,0.391304347826087
0,approach,A18_037,HC,Y,2018_05_18,1,35878,16,NA,NA,4,1,42711.4,85422.8,0.387944986189126,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,22,42,0.404761904761905
0,approach,A18_034,TLC,N,2018_05_18,1,35988,16,NA,NA,4,1,31689.1,88178.4,0.391616963733318,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
0,approach,A18_038,HC,Y,2018_05_18,1,35990,28,NA,NA,4,1,30311.3,88178.4,0.392978803874146,sunny,NA,NA,Alex,Stock(23),Old_Stock,NA,22,44,0.386363636363636
0,approach,A18_036,HC,Y,2018_05_18,1,36024,16,NA,NA,4,1,22044.6,88178.4,0.393527234167181,sunny,NA,NA,Alex,Stock(48),Old_Stock,NA,22,45,0.4
1,approach,A18_045,TLC,N,2018_05_18,1,36028,11,NA,NA,4,1,20666.8,88178.4,0.44832638723685,sunny,NA,NA,Alex,Stock(12),NA,NA,22,44,0.340909090909091
0,approach,A18_046,TLC,N,2018_05_18,1,36049,11,NA,NA,4,1,5166.7,88178.4,0.391805522662535,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
0,approach,A18_042,TLC,N,2018_05_18,1,36111,14,NA,NA,4,1,6544.5,93689.5,0.392684992103816,sunny,NA,NA,Alex,Stock(38),NA,NA,22,45,0.4
0,approach,A18_034,TLC,N,2018_05_18,1,36191,16,NA,NA,4,1,7233.4,88178.4,0.392066890891114,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
0,approach,A18_034,TLC,N,2018_05_18,1,36206,16,NA,NA,4,1,7233.4,93689.5,0.393182591954734,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
0,approach,A18_034,TLC,N,2018_05_18,1,36241,16,NA,NA,4,1,7233.4,93689.5,0.390151941055174,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
1,approach,A18_045,TLC,N,2018_05_18,1,36392,11,NA,NA,4,1,6544.5,88178.4,0.449062401702821,sunny,NA,NA,Alex,Stock(12),NA,NA,22,44,0.340909090909091
1,approach,A18_046,TLC,N,2018_05_18,1,36417,11,NA,NA,4,1,6544.5,93689.5,0.448877359960403,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
1,court_init,A18_046,TLC,N,2018_05_18,1,36438,11,NA,NA,4,1,6200,93689.5,0.45232372290937,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
0,approach,A18_034,TLC,N,2018_05_18,1,36467,16,NA,NA,4,1,6544.5,93689.5,0.393146445025428,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
1,approach,A18_051,TLCxHC,Y,2018_05_18,1,36518,5,NA,NA,4,1,8611.2,93689.5,0.454320808744591,NA,NA,NA,Alex,C18_002,NA,line1,22,42,0.30952380952381
0,court_init,A18_036,HC,Y,2018_05_18,1,36588,16,NA,NA,4,1,7233.4,88178.4,0.392363284459686,sunny,NA,NA,Alex,Stock(48),Old_Stock,NA,22,45,0.4
0,approach,A18_046,TLC,N,2018_05_18,1,36675,11,NA,NA,4,1,6200,88178.4,0.351203138703787,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
0,court_init,A18_046,TLC,N,2018_05_18,1,36685,11,NA,NA,4,1,6200,88178.4,0.350893323925115,sunny,NA,NA,Alex,Stock(47),NA,NA,22,38,0.315789473684211
0,approach,A18_034,TLC,N,2018_05_18,1,36725,16,NA,NA,4,1,6200,88178.4,0.398422488216492,sunny,NA,NA,Alex,Stock(38),NA,NA,22,39,0.461538461538462
1,court_init,A18_037,HC,Y,2018_05_18,2,36871,16,NA,NA,2,6,57867,NA,0.337001385486512,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,22,21,0.285714285714286
0,approach,A18_045,TLC,N,2018_05_18,2,36886,11,NA,NA,2,6,57867,77156.1,0.456746008091354,sunny,NA,NA,Alex,Stock(12),NA,NA,22,16,0.4375
0,approach,A18_046,TLC,N,2018_05_18,2,37200,11,NA,NA,2,6,8266.7,71644.9,0.46636584484875,sunny,NA,NA,Alex,Stock(47),NA,NA,22,19,0.421052631578947
1,approach,A18_037,HC,Y,2018_05_18,2,37338,16,NA,NA,2,6,9300.1,71644.9,0.333170874995323,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,22,21,0.285714285714286
0,approach,A18_041,HC,Y,2018_05_18,2,37343,24,NA,NA,2,6,8611.2,71644.9,NA,sunny,NA,NA,Alex,Stock(48),Old_Stock,NA,22,21,0.380952380952381
1,approach,A18_038,HC,Y,2018_05_18,2,37365,28,NA,NA,2,6,6544.5,79911.6,0.332892712019142,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,21,0.285714285714286
0,approach,A18_046,TLC,N,2018_05_18,2,37408,11,NA,NA,2,6,7577.8,88178.4,0.466005609033224,sunny_but_treeshade,NA,NA,Alex,Stock(47),NA,NA,22,19,0.421052631578947
1,court_init,A18_045,TLC,N,2018_05_18,2,37593,11,NA,NA,2,6,6544.5,88178.4,0.320850394918799,sunny_but_treeshade,NA,NA,Alex,Stock(12),NA,NA,22,16,0.4375
0,approach,A18_045,TLC,N,2018_05_18,2,37676,11,NA,NA,2,6,6200,88178.4,0.467289112970354,sunny_but_treeshade,NA,NA,Alex,Stock(12),NA,NA,22,16,0.4375
0,approach,A18_045,TLC,N,2018_05_18,2,37685,11,NA,NA,2,6,6200,88178.4,0.465560405601941,sunny_but_treeshade,NA,NA,Alex,Stock(12),NA,NA,22,16,0.4375
0,approach,A18_045,TLC,N,2018_05_18,2,37975,11,NA,NA,2,6,6200,79911.6,0.4567247418757,sunny_but_treeshade,NA,NA,Alex,Stock(12),NA,NA,22,16,0.4375
0,court_init,A18_046,TLC,N,2018_05_18,2,38071,11,NA,NA,2,6,6200,60622.6,0.463765778781512,sunny_but_treeshade,NA,NA,Alex,Stock(47),NA,NA,22,19,0.421052631578947
0,approach,A18_025,HC,Y,2018_05_18,2,38191,32,NA,NA,2,6,6544.5,57867,0.457592333912649,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,22,0.363636363636364
0,approach,A18_041,HC,Y,2018_05_18,2,38365,24,NA,NA,2,6,9300.1,68889.3,0.446247228428835,sunny_but_treeshade,NA,NA,Alex,Stock(48),Old_Stock,NA,22,21,0.380952380952381
0,approach,A18_046,TLC,N,2018_05_18,2,39104,11,NA,NA,2,6,8611.2,10333.4,0.436767474805967,sunny_but_treeshade,NA,NA,Alex,Stock(47),NA,NA,22,19,0.421052631578947
1,approach,A18_034,TLC,N,2018_05_18,2,39467,16,NA,NA,2,6,9644.5,10677.8,0.163482747247536,cloudy,NA,NA,Alex,Stock(38),NA,NA,22,22,0.318181818181818
1,court_init,A18_038,HC,Y,2018_05_18,2,39695,28,NA,NA,2,6,8266.7,9300.1,0.130289512223893,cloudy,NA,NA,Alex,Stock(23),Old_Stock,NA,22,21,0.285714285714286
0,approach,A18_045,TLC,N,2018_05_18,2,39791,11,NA,NA,2,6,6544.5,8611.2,0.253937100100064,cloudy,NA,NA,Alex,Stock(12),NA,NA,22,16,0.4375
1,approach,A18_040,HC,Y,2018_05_18,2,39831,21,NA,NA,2,6,8266.7,9300.1,0.13625694585103,cloudy,NA,NA,Alex,Stock(19),Old_Stock,NA,22,21,0.285714285714286
0,approach,A18_045,TLC,N,2018_05_18,2,39847,11,NA,NA,2,6,12400.1,9644.5,0.330124556122956,cloudy,NA,NA,Alex,Stock(12),NA,NA,22,16,0.4375
0,approach,A18_010,HC,Y,2018_05_18,2,39907,44,NA,NA,2,6,30311.3,13089,0.411409890649713,cloudy,NA,NA,Alex,Stock(48),Old_Stock,NA,22,22,0.363636363636364
0,court_init,A18_035,HC,Y,2018_05_18,2,40353,16,NA,NA,2,6,8611.2,11022.3,0.298444467798179,cloudy,NA,NA,Alex,Stock(45),Old_Stock,NA,22,22,0.363636363636364
1,approach,A18_040,HC,Y,2018_05_18,2,40539,21,NA,NA,2,6,6200,8611.2,0.101000423998965,cloudy,NA,NA,Alex,Stock(19),Old_Stock,NA,22,21,0.285714285714286
0,approach,A18_040,HC,Y,2018_05_18,3,41295,21,NA,NA,6,5,7233.4,21355.7,0.427549963451406,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,18,0.5
0,approach,A18_048,TLCxHC,Y,2018_05_18,3,41295,6,NA,NA,6,5,7233.4,21355.7,0.427549963451406,NA,NA,NA,Alex,C18_002,NA,line1,22,21,0.476190476190476
1,approach,A18_046,TLC,N,2018_05_18,3,41304,11,NA,NA,6,5,7233.4,21355.7,0.166956258236064,sunny_but_treeshade,NA,NA,Alex,Stock(47),NA,NA,22,18,0.388888888888889
1,approach,A18_025,HC,Y,2018_05_18,3,41305,32,NA,NA,6,5,7233.4,21355.7,0.166067243961451,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,20,0.45
1,court_init,A18_010,HC,Y,2018_05_18,3,41354,44,NA,NA,6,5,7233.4,22044.6,0.16672139426561,sunny_but_treeshade,NA,NA,Alex,Stock(48),Old_Stock,NA,22,21,0.428571428571429
0,approach,A18_038,HC,Y,2018_05_18,3,41362,28,NA,NA,6,5,7577.8,22044.6,0.428559698441329,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,18,0.5
1,court_init,A18_038,HC,Y,2018_05_18,3,41371,28,NA,NA,6,5,7577.8,23422.4,0.166217811187916,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,18,0.5
0,court_init,A18_034,TLC,N,2018_05_18,3,41385,16,NA,NA,6,5,8266.7,23422.4,0.427221272926278,sunny_but_treeshade,NA,NA,Alex,Stock(38),NA,NA,22,21,0.476190476190476
1,court_init,A18_035,HC,Y,2018_05_18,3,41393,16,NA,NA,6,5,9644.5,22044.6,0.166771603536518,sunny_but_treeshade,NA,NA,Alex,Stock(45),Old_Stock,NA,22,21,0.428571428571429
0,approach,A18_036,HC,Y,2018_05_18,3,41395,16,NA,NA,6,5,10333.4,22044.6,0.423862223509061,sunny_but_treeshade,NA,NA,Alex,Stock(48),Old_Stock,NA,22,21,0.476190476190476
0,court_init,A18_038,HC,Y,2018_05_18,3,41406,28,NA,NA,6,5,8611.2,24800.2,0.423930211224996,sunny_but_treeshade,NA,NA,Alex,Stock(23),Old_Stock,NA,22,18,0.5
0,court_init,A18_025,HC,Y,2018_05_18,3,41414,32,NA,NA,6,5,7577.8,34444.7,0.42535345001145,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,20,0.45
1,approach,A18_040,HC,Y,2018_05_18,3,41552,21,NA,NA,6,5,7577.8,22044.6,0.171333979898154,sunny_but_treeshade,NA,NA,Alex,Stock(19),Old_Stock,NA,22,18,0.5
1,court_init,A18_046,TLC,N,2018_05_18,3,41583,11,NA,NA,6,5,8266.7,22044.6,0.172971587227033,sunny_but_treeshade,NA,NA,Alex,Stock(47),NA,NA,22,18,0.388888888888889
0,court_init,A18_040,HC,Y,2018_05_18,3,41804,21,NA,NA,6,5,6200,16533.4,NA,cloudy,NA,NA,Alex,Stock(19),Old_Stock,NA,22,18,0.5
1,approach,A18_045,TLC,N,2018_05_18,3,42149,11,NA,NA,6,5,5511.1,11022.3,0.131543910601905,cloudy,NA,NA,Alex,Stock(12),NA,NA,22,20,0.4
0,court_init,A18_039,HC,Y,2018_05_18,3,42569,18,NA,NA,6,5,8611.2,19289,0.34930667314852,sunny,NA,NA,Alex,Stock(48),Old_Stock,NA,22,21,0.476190476190476
1,approach,A18_046,TLC,N,2018_05_18,3,42717,11,NA,NA,6,5,4822.3,9300.1,NA,NA,NA,NA,Alex,Stock(47),NA,NA,22,18,0.388888888888889
0,approach,A18_040,HC,Y,2018_05_18,3,43111,21,NA,NA,6,5,4477.8,8611.2,0.104870044693805,cloudy,NA,NA,Alex,Stock(19),Old_Stock,NA,22,18,0.5
1,approach,A18_045,TLC,N,2018_05_18,3,43308,11,NA,NA,6,5,3961.1,8266.7,0.103401094432255,cloudy,NA,NA,Alex,Stock(12),NA,NA,22,20,0.4
0,approach,A18_038,HC,Y,2018_05_18,3,43727,28,NA,NA,6,5,4822.3,9300.1,0.108395222874459,cloudy,NA,NA,Alex,Stock(23),Old_Stock,NA,22,18,0.5
0,court_init,A18_046,TLC,N,2018_05_18,3,43848,11,NA,NA,6,5,5166.7,10333.4,0.113183353210221,cloudy,NA,NA,Alex,Stock(47),NA,NA,22,18,0.388888888888889
1,court_init,A18_038,HC,Y,2018_05_22,1,33039,32,NA,NA,5,6,NA,NA,0.154647239753013,sunny,NA,NA,Alex,Stock(23),Old_Stock,NA,24,36,0.388888888888889
1,court_init,A18_051,TLCxHC,Y,2018_05_22,1,33054,9,NA,NA,5,6,NA,NA,0.192899591914937,NA,NA,NA,Alex,C18_002,NA,line1,24,36,0.416666666666667
1,approach,A18_037,HC,Y,2018_05_22,1,33056,20,NA,NA,5,6,NA,NA,0.178790314491397,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,24,35,0.4
0,approach,A18_051,TLCxHC,Y,2018_05_22,1,33081,9,NA,NA,5,6,NA,NA,0.380676536946204,NA,NA,NA,Alex,C18_002,NA,line1,24,36,0.416666666666667
0,approach,A18_046,TLC,N,2018_05_22,1,33118,15,NA,NA,5,6,NA,NA,0.414838746018844,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
0,court_init,A18_040,HC,Y,2018_05_22,1,33129,25,NA,NA,5,6,NA,NA,0.338628979553805,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,24,37,0.432432432432432
1,court_init,A18_026,TLC,N,2018_05_22,1,33143,36,NA,NA,5,6,NA,NA,0.220285948520267,sunny,NA,NA,Alex,Stock(58),NA,NA,24,36,0.416666666666667
0,approach,A18_041,HC,Y,2018_05_22,1,33191,28,NA,NA,5,6,NA,NA,0.446257627856334,sunny,NA,NA,Alex,Stock(48),Old_Stock,NA,24,36,0.444444444444444
0,approach,A18_046,TLC,N,2018_05_22,1,33209,15,NA,NA,5,6,NA,NA,0.444526598764492,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
1,approach,A18_042,TLC,N,2018_05_22,1,33223,18,NA,NA,5,6,NA,NA,0.236082453419428,sunny,NA,NA,Alex,Stock(38),NA,NA,24,35,0.4
0,court_init,A18_046,TLC,N,2018_05_22,1,33246,15,NA,NA,5,6,NA,NA,0.442180179818989,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
0,court_init,A18_046,TLC,N,2018_05_22,1,33336,15,NA,NA,5,6,NA,NA,0.443285204813443,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
0,court_init,A18_042,TLC,N,2018_05_22,1,33374,18,NA,NA,5,6,NA,NA,0.443359549873449,sunny,NA,NA,Alex,Stock(38),NA,NA,24,35,0.4
0,court_init,A18_046,TLC,N,2018_05_22,1,33399,15,NA,NA,5,6,NA,NA,0.442630341276701,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
0,approach,A18_037,HC,Y,2018_05_22,1,33400,20,NA,NA,5,6,NA,NA,0.443933040992238,sunny,NA,NA,Alex,Stock(45),Old_Stock,NA,24,35,0.4
1,court_init,A18_046,TLC,N,2018_05_22,1,33407,15,NA,NA,5,6,NA,NA,0.248041882034568,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
1,court_init,A18_025,HC,Y,2018_05_22,1,33409,36,NA,NA,5,6,NA,NA,0.247315272336715,sunny,NA,NA,Alex,Stock(19),Old_Stock,NA,24,31,0.32258064516129
0,approach,A18_046,TLC,N,2018_05_22,1,33413,15,NA,NA,5,6,NA,NA,0.443348373004894,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
0,approach,A18_046,TLC,N,2018_05_22,1,33422,15,NA,NA,5,6,NA,NA,0.443230064187024,sunny,NA,NA,Alex,Stock(47),NA,NA,24,27,0.555555555555556
1,approach,A18_034,TLC,N,2018_05_22,1,33461,20,NA,NA,5,6,NA,NA,0.2489797982285,sunny,NA,NA,Alex,Stock(38),NA,NA,24,37,0.405405405405405
